authfull,inst_name,cntry,np6019,np,firstyr,lastyr,rank (ns),nc9619 (ns),h19 (ns),hm19 (ns),nps (ns),ncs (ns),cpsf (ns),ncsf (ns),npsfl (ns),ncsfl (ns),c (ns),npciting (ns),cprat (ns),np6019 cited9619 (ns),np cited9619 (ns),self%,rank,nc9619,h19,hm19,nps,ncs,cpsf,ncsf,npsfl,ncsfl,c,npciting,cprat,np6019 cited9619,np cited9619,np6019_d,np_d,nc9619_d,sm-subfield-1,sm-subfield-1-frac,sm-subfield-2,sm-subfield-2-frac,sm-field,sm-field-frac,rank sm-subfield-1,rank sm-subfield-1 (ns),sm-subfield-1 count,top percentile,top percentile (ns),is_diaspora,academic_age,percentile_group
"Goulios, A.",,,7,7,1974,1980,7292248,4,1,0.833333333333333,0,0,1,0,5,4,0.508620939626566,4,1.0,2,2,0.0,7444604,4,1,0.833333333333333,0,0,1,0,5,4,0.505870522185858,4,1.0,2,2,0,0,0,,,,,,,,,,,,1,46,unknown
"Kalafati, T. I.",,,8,8,1985,1992,7299046,19,2,0.422222222222222,0,0,0,0,2,0,0.505607174270862,19,1.0,3,3,0.05,7443735,20,2,0.422222222222222,0,0,0,0,2,0,0.506238358536845,20,1.0,3,3,0,0,0,,,,,,,,,,,,1,35,unknown
"Anezyris, N.",,,6,6,1971,1981,7299452,3,1,0.25,1,0,3,3,4,3,0.505473439564757,3,1.0,1,1,0.0,7449008,3,1,0.25,1,0,3,3,4,3,0.503436329576222,3,1.0,1,1,0,0,0,,,,,,,,,,,,1,49,unknown
"Lalla, E.",,,7,7,1986,1990,7304139,9,1,0.5,0,0,2,1,5,1,0.50312200694527,9,1.0,2,2,0.0,7453629,9,1,0.5,0,0,2,1,5,1,0.500599766667722,9,1.0,2,2,0,0,0,,,,,,,,,,,,1,34,unknown
"Destounis, N. P.",,,15,15,1962,1990,7305251,2,1,1.0,13,0,14,1,15,2,0.5024366895305,2,1.0,2,2,0.3333,7376614,3,1,1.0,13,0,14,1,15,3,0.545395632880114,3,1.0,2,2,5,5,0,,,,,,,,,,,,1,58,unknown
"Eustratiades, M.",,,6,6,1969,1975,7305251,2,1,1.0,1,0,2,1,5,2,0.5024366895305,1,2.0,2,2,0.0,7454862,2,1,1.0,1,0,2,1,5,2,0.499608997888498,1,2.0,2,2,0,0,0,,,,,,,,,,,,1,51,unknown
"Prionas, Dimitrios N.",,,5,5,1975,1990,7306622,7,1,0.25,0,0,0,0,3,7,0.502361901242148,7,1.0,1,1,0.0,7453952,7,1,0.25,0,0,0,0,3,7,0.500228577972993,7,1.0,1,1,0,0,0,,,,,,,,,,,,1,45,unknown
"Papavassiliou, J.",,,3,7,1956,1967,7311527,2,1,0.5,3,1,5,1,7,2,0.499439168512994,2,1.0,2,2,0.0,7459036,2,1,0.5,3,1,5,1,7,2,0.49716601250381,2,1.0,2,2,0,0,0,,,,,,,,,,,,1,64,unknown
"Lagoudakis, M.",,,9,9,1987,1991,7312992,8,1,1.0,0,0,0,0,5,1,0.499030158397597,8,1.0,3,3,0.0,7461515,8,1,1.0,0,0,0,0,5,1,0.496017767001062,8,1.0,3,3,0,0,0,,,,,,,,,,,,1,33,unknown
"Evagorou, D.",,,18,18,1968,1971,7320382,1,1,1.0,18,1,18,1,18,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,18,1,18,1,18,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,52,unknown
"Charocopos, S. A.",,,9,17,1953,1966,7320382,1,1,1.0,3,1,15,1,15,1,0.495783276266909,1,1.0,0,1,0.0,7466616,1,1,1.0,3,1,15,1,15,1,0.493060108628771,1,1.0,0,1,0,0,0,,,,,,,,,,,,1,67,unknown
"Sideri, L.",,,17,17,1964,1986,7320382,1,1,1.0,7,1,7,1,13,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,7,1,7,1,13,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,56,unknown
"Triantaphyllidis, E.",,,3,16,1955,1969,7320382,1,1,1.0,3,1,13,1,15,1,0.495783276266909,1,1.0,0,1,0.0,7466616,1,1,1.0,3,1,13,1,15,1,0.493060108628771,1,1.0,0,1,0,0,0,,,,,,,,,,,,1,65,unknown
"Parthenios, Amalia D.",,,14,14,2001,2002,7320382,1,1,1.0,10,1,11,1,14,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,10,1,11,1,14,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,19,unknown
"Demetri, George",,,13,13,2007,2007,7320382,1,1,1.0,13,1,13,1,13,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,13,1,13,1,13,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,13,unknown
"KATSILAMBROS, L.",,,9,9,1962,1963,7320382,1,1,1.0,9,1,9,1,9,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,9,1,9,1,9,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,58,unknown
"Bakos, G.",,,9,9,1963,1967,7320382,1,1,1.0,7,1,7,1,7,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,7,1,7,1,7,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,57,unknown
"ANASTASOPOULOS, G. K.",,,5,8,1949,1964,7320382,1,1,1.0,7,1,7,1,7,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,7,1,7,1,7,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,71,unknown
"Koussouris, P.",,,8,8,1973,1982,7320382,1,1,1.0,4,1,7,1,7,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,4,1,7,1,7,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Leonidas, J. C.",,,7,7,1965,1971,7320382,1,1,1.0,2,1,2,1,7,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,2,1,2,1,7,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,55,unknown
"Kaitsas, V.",,,6,6,1985,1989,7320382,1,1,1.0,2,1,6,1,6,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,2,1,6,1,6,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,35,unknown
"Lekas, M. D.",,,6,6,1967,1974,7320382,1,1,1.0,6,1,6,1,6,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,6,1,6,1,6,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,53,unknown
"Higoumenakis, K. G.",,,6,6,1967,1971,7320382,1,1,1.0,6,1,6,1,6,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,6,1,6,1,6,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,53,unknown
"Sarantos, S. Randy",,,6,6,1969,2011,7320382,1,1,1.0,4,1,5,1,6,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,4,1,5,1,6,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,51,unknown
"Siomopoulos, V.",,,5,5,1969,1976,7320382,1,1,1.0,4,1,4,1,5,1,0.495783276266909,1,1.0,1,1,0.0,7466616,1,1,1.0,4,1,4,1,5,1,0.493060108628771,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,51,unknown
"Dina, M. A.",,,11,26,1950,1968,7359159,4,1,0.666666666666666,9,0,16,0,25,4,0.488417609987581,4,1.0,0,2,0.0,7498864,4,1,0.666666666666666,9,0,16,0,25,4,0.485850912340121,4,1.0,0,2,0,0,0,,,,,,,,,,,,1,70,unknown
"Zervas, N. P.",,,5,5,1965,1985,7363985,11,2,0.566666666666666,0,0,1,0,1,0,0.486023363126925,10,1.1,3,3,0.2667,7446177,15,2,0.566666666666666,0,0,1,0,1,0,0.505275341646387,14,1.07142857142857,3,3,0,0,0,,,,,,,,,,,,1,55,unknown
"Philippides, J.",,,8,8,1979,1983,7373879,8,2,0.7,0,0,2,0,2,0,0.48076061837297,8,1.0,3,3,0.0,7511139,8,2,0.7,0,0,2,0,2,0,0.477405161000634,8,1.0,3,3,0,0,0,,,,,,,,,,,,1,41,unknown
"Martinis, U.",,,27,33,1952,1974,7383325,2,1,0.5,1,0,11,2,23,2,0.474684067626405,2,1.0,1,1,0.0,7517102,2,1,0.5,1,0,11,2,23,2,0.472386790195906,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,68,unknown
"Sariyannis, C.",,,11,11,1973,1981,7383325,2,1,0.5,0,0,11,2,11,2,0.474684067626405,2,1.0,1,1,0.0,7517102,2,1,0.5,0,0,11,2,11,2,0.472386790195906,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Zambouras, D.",,,8,8,1960,1978,7383325,2,1,0.5,1,0,5,2,5,2,0.474684067626405,2,1.0,1,1,0.0,7517102,2,1,0.5,1,0,5,2,5,2,0.472386790195906,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,60,unknown
"Mazmanidi, N. D.",,,6,6,1972,1981,7383325,2,1,0.5,0,0,4,2,6,2,0.474684067626405,2,1.0,1,1,0.0,7517102,2,1,0.5,0,0,4,2,6,2,0.472386790195906,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,48,unknown
"NICOLIS, F. B.",,,5,5,1960,1964,7383325,2,1,0.5,0,0,2,2,3,2,0.474684067626405,2,1.0,1,1,0.0,7517102,2,1,0.5,0,0,2,2,3,2,0.472386790195906,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,60,unknown
"Lampros, D. B.",,,5,5,1967,1968,7383325,2,1,0.5,3,0,5,2,5,2,0.474684067626405,2,1.0,1,1,0.0,7517102,2,1,0.5,3,0,5,2,5,2,0.472386790195906,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,53,unknown
"Alexandrides, K.",,,8,8,1962,1984,7388560,2,1,0.333333333333333,1,1,3,1,4,2,0.474472166036117,2,1.0,2,2,0.0,7516915,2,1,0.333333333333333,1,1,3,1,4,2,0.472426048471338,2,1.0,2,2,0,0,0,,,,,,,,,,,,1,58,unknown
"Raptou, E.",,,6,6,1979,1982,7398894,10,2,0.491666666666666,0,0,0,0,1,0,0.468796321942448,10,1.0,3,3,0.4737,7041929,19,3,0.741666666666666,0,0,0,0,1,2,0.684658499573379,17,1.11764705882352,4,4,0,0,0,,,,,,,,,,,,1,41,unknown
"GOVOSTIS, M. C.",,,2,10,1952,1961,7410195,18,1,0.666666666666666,1,0,3,0,6,0,0.462919833107548,18,1.0,0,2,0.0,7537897,18,1,0.666666666666666,1,0,3,0,6,0,0.460121108847911,18,1.0,0,2,0,0,0,,,,,,,,,,,,1,68,unknown
"Pantazopulos, P.",,,7,7,1979,1980,7416279,4,1,0.45,0,0,0,0,7,4,0.458897600075505,4,1.0,2,2,0.0,7541893,4,1,0.45,0,0,0,0,7,4,0.45659934382927,4,1.0,2,2,0,0,0,,,,,,,,,,,,1,41,unknown
"Kehayas, P.",,,6,6,1967,1973,7428115,2,1,0.833333333333333,1,0,3,1,5,1,0.451174990471324,2,1.0,2,2,0.0,7551148,2,1,0.833333333333333,1,0,3,1,5,1,0.448530461460193,2,1.0,2,2,0,0,0,,,,,,,,,,,,1,53,unknown
"Germani, G.",,,9,9,1982,1991,7431382,2,1,0.333333333333333,0,0,1,2,3,2,0.449717065149527,2,1.0,1,1,0.0,7552532,2,1,0.333333333333333,0,0,1,2,3,2,0.447646826163434,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,38,unknown
"Lykissas, E. D.",,,7,7,1976,1980,7431382,2,1,0.333333333333333,0,0,7,2,7,2,0.449717065149527,2,1.0,1,1,0.0,7552532,2,1,0.333333333333333,0,0,7,2,7,2,0.447646826163434,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,44,unknown
"Karantinos, D.",,,14,14,1971,1980,7448938,4,1,0.333333333333333,1,0,5,0,8,4,0.441116862750819,4,1.0,1,1,0.0,7565697,4,1,0.333333333333333,1,0,5,0,8,4,0.438980296356873,4,1.0,1,1,0,0,0,,,,,,,,,,,,1,49,unknown
"Medrea, B.",,,10,28,1956,1988,7455406,2,1,0.25,0,0,14,2,14,2,0.436036543093731,2,1.0,1,1,0.0,7570861,2,1,0.25,0,0,14,2,14,2,0.434090708486942,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,64,unknown
"Marcou, G.",,,9,9,1964,1971,7468319,19,1,0.4,0,0,0,0,3,0,0.429986697845693,19,1.0,2,2,0.0,7580469,19,1,0.4,0,0,0,0,3,0,0.427512787367818,19,1.0,2,2,0,0,0,,,,,,,,,,,,1,56,unknown
"Androulakakis, Philippe A.",,,12,12,1974,1981,7475335,18,1,0.4,2,0,2,0,6,0,0.425961357513531,18,1.0,2,2,0.0,7586054,18,1,0.4,2,0,2,0,6,0,0.42349871664293,18,1.0,2,2,0,0,0,,,,,,,,,,,,1,46,unknown
"Angelakis, P.",,,9,9,1969,1980,7481994,2,1,0.583333333333333,0,0,5,1,5,1,0.420098789362484,2,1.0,2,2,0.0,7590649,2,1,0.583333333333333,0,0,5,1,5,1,0.417736853040017,2,1.0,2,2,0,0,0,,,,,,,,,,,,1,51,unknown
"Alevizou, F.",,,6,6,1977,1988,7490207,6,2,0.366666666666666,0,0,0,0,2,0,0.41477403833751,6,1.0,2,2,0.0,7596720,6,2,0.366666666666666,0,0,0,0,2,0,0.411894502373766,6,1.0,2,2,0,0,0,,,,,,,,,,,,1,43,unknown
"Anagnostopoulos, T.",,,9,9,1963,1966,7501136,14,1,0.392857142857142,2,0,3,0,7,0,0.406326020642635,14,1.0,2,2,0.0,7604539,14,1,0.392857142857142,2,0,3,0,7,0,0.403925176417071,14,1.0,2,2,0,0,0,,,,,,,,,,,,1,57,unknown
"Paraschou, A.",,,5,5,1977,1980,7501956,3,1,0.333333333333333,0,0,0,0,2,3,0.405544465806727,3,1.0,1,1,0.0,7604890,3,1,0.333333333333333,0,0,0,0,2,3,0.403465423123091,3,1.0,1,1,0,0,0,,,,,,,,,,,,1,43,unknown
"Kotsanis, S.",,,5,5,1979,1982,7501956,3,1,0.333333333333333,0,0,1,0,3,3,0.405544465806727,3,1.0,1,1,0.0,7604890,3,1,0.333333333333333,0,0,1,0,3,3,0.403465423123091,3,1.0,1,1,0,0,0,,,,,,,,,,,,1,41,unknown
"Antoniadis, A.",,,7,7,1985,1989,7510429,3,1,0.676190476190476,0,0,0,0,3,1,0.397951154410765,3,1.0,3,3,0.0,7611453,3,1,0.676190476190476,0,0,0,0,3,1,0.395457391145885,3,1.0,3,3,0,0,0,,,,,,,,,,,,1,35,unknown
"Papaloukas, A.",,,9,9,1968,1987,7524985,2,1,0.5,0,0,1,0,9,2,0.384650672331029,2,1.0,2,2,0.0,7621715,2,1,0.5,0,0,1,0,9,2,0.382418752163946,2,1.0,2,2,0,0,0,,,,,,,,,,,,1,52,unknown
"Economou, P. N.",,,8,8,1969,1990,7524985,2,1,0.5,6,0,6,0,8,2,0.384650672331029,2,1.0,1,1,0.0,7621715,2,1,0.5,6,0,6,0,8,2,0.382418752163946,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,51,unknown
"Mantonakis, S.",,,8,8,1965,1995,7524985,2,1,0.5,0,0,2,0,6,2,0.384650672331029,2,1.0,1,1,0.6,7305887,5,2,0.642857142857142,0,0,2,0,6,5,0.58344586119954,5,1.0,2,2,0,0,0,,,,,,,,,,,,1,55,unknown
"Dariotis, A.",,,7,7,1970,1973,7536308,3,1,0.166666666666666,0,0,0,0,3,3,0.377239212916799,3,1.0,1,1,0.0,7629954,3,1,0.166666666666666,0,0,0,0,3,3,0.375417565192393,3,1.0,1,1,0,0,0,,,,,,,,,,,,1,50,unknown
"Liapis, M. A.",,,21,21,1969,1994,7536798,1,1,0.5,6,0,8,1,16,1,0.3768182586993,1,1.0,1,1,0.0,7630637,1,1,0.5,6,0,8,1,16,1,0.374649626693979,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,51,unknown
"Argyris, J. H.",,,15,15,1972,1984,7536798,1,1,0.5,0,0,15,1,15,1,0.3768182586993,1,1.0,1,1,0.0,7630637,1,1,0.5,0,0,15,1,15,1,0.374649626693979,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,48,unknown
"KOKKALIS, P.",,,6,9,1957,1961,7536798,1,1,0.5,3,0,7,1,9,1,0.3768182586993,1,1.0,0,1,0.0,7630637,1,1,0.5,3,0,7,1,9,1,0.374649626693979,1,1.0,0,1,0,0,0,,,,,,,,,,,,1,63,unknown
"KRITIKOS, P. G.",,,2,8,1948,1963,7536798,1,1,0.5,1,0,6,1,8,1,0.3768182586993,1,1.0,0,1,0.0,7630637,1,1,0.5,1,0,6,1,8,1,0.374649626693979,1,1.0,0,1,0,0,0,,,,,,,,,,,,1,72,unknown
"YANNOULIS, G.",,,3,8,1950,1963,7536798,1,1,0.5,7,0,8,1,8,1,0.3768182586993,1,1.0,1,1,0.0,7630637,1,1,0.5,7,0,8,1,8,1,0.374649626693979,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,70,unknown
"Nicolaidis, N.",,,7,7,1971,1978,7536798,1,1,0.5,5,0,6,1,7,1,0.3768182586993,1,1.0,1,1,0.0,7630637,1,1,0.5,5,0,6,1,7,1,0.374649626693979,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,49,unknown
"PAVLATOU, M.",,,3,7,1953,1962,7536798,1,1,0.5,0,0,5,1,5,1,0.3768182586993,1,1.0,1,1,0.0,7630637,1,1,0.5,0,0,5,1,5,1,0.374649626693979,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,67,unknown
"Diamantopoulos, Ej",,,7,7,1972,1977,7536798,1,1,0.5,3,0,6,1,7,1,0.3768182586993,1,1.0,1,1,0.0,7630637,1,1,0.5,3,0,6,1,7,1,0.374649626693979,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,48,unknown
"Tsoufis, E.",,,4,5,1958,1973,7536798,1,1,0.5,0,0,1,1,4,1,0.3768182586993,1,1.0,1,1,0.0,7630637,1,1,0.5,0,0,1,1,4,1,0.374649626693979,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,62,unknown
"Nicopoulou-Karayianni, E.",,,5,5,1987,1988,7536798,1,1,0.5,0,0,4,1,5,1,0.3768182586993,1,1.0,1,1,0.0,7630637,1,1,0.5,0,0,4,1,5,1,0.374649626693979,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,33,unknown
"Paradissis, P.",Lorain Products,,5,5,1978,1987,7536798,1,1,0.5,0,0,2,1,4,1,0.3768182586993,1,1.0,1,1,0.0,7630637,1,1,0.5,0,0,2,1,4,1,0.374649626693979,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,42,unknown
"Tsakalos, N.",,,6,6,1984,1987,7553251,5,1,0.666666666666666,0,0,0,0,0,0,0.372461082566894,5,1.0,3,3,0.0,7643716,5,1,0.666666666666666,0,0,0,0,0,0,0.369915612568757,5,1.0,3,3,0,0,0,,,,,,,,,,,,1,36,unknown
"Katsaris, J.",,,5,5,1973,1981,7555585,13,1,0.2,0,0,0,0,0,0,0.369319926424281,13,1.0,1,1,0.0714,7641340,14,1,0.2,0,0,0,0,0,0,0.372620711835722,14,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Dimitriou, P.",,,7,7,1981,1990,7563173,2,1,0.333333333333333,1,0,2,0,7,2,0.359683669854152,2,1.0,1,1,0.0,7650756,2,1,0.333333333333333,1,0,2,0,7,2,0.357678788131475,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,39,unknown
"Eustratiades, N.",,,6,6,1976,1994,7563173,2,1,0.333333333333333,0,0,2,0,4,2,0.359683669854152,2,1.0,1,1,0.0,7650756,2,1,0.333333333333333,0,0,2,0,4,2,0.357678788131475,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,44,unknown
"Panayotopoulos, D.",,,5,5,1962,1965,7563173,2,1,0.333333333333333,1,0,3,0,5,2,0.359683669854152,2,1.0,1,1,0.0,7650756,2,1,0.333333333333333,1,0,3,0,5,2,0.357678788131475,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,58,unknown
"Roussopoulos, P. J.",,,5,5,1982,1985,7563173,2,1,0.333333333333333,0,0,0,0,4,2,0.359683669854152,2,1.0,1,1,0.0,7650756,2,1,0.333333333333333,0,0,0,0,4,2,0.357678788131475,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,38,unknown
"Papastergiou, S.",,,14,14,1980,1984,7571050,1,1,0.333333333333333,2,0,12,1,12,1,0.351851256222422,1,1.0,1,1,0.0,7656775,1,1,0.333333333333333,2,0,12,1,12,1,0.349909662661508,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,40,unknown
"Pavlakis, J.",,,6,7,1956,1965,7571050,1,1,0.333333333333333,3,0,7,1,7,1,0.351851256222422,1,1.0,1,1,0.0,7656775,1,1,0.333333333333333,3,0,7,1,7,1,0.349909662661508,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,64,unknown
"Lagos, N.",,,7,7,1965,1974,7571050,1,1,0.333333333333333,0,0,6,1,6,1,0.351851256222422,1,1.0,1,1,0.0,7656775,1,1,0.333333333333333,0,0,6,1,6,1,0.349909662661508,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,55,unknown
"Tolis, G.",,,7,7,1974,1980,7571050,1,1,0.333333333333333,0,0,2,1,6,1,0.351851256222422,1,1.0,1,1,0.0,7656775,1,1,0.333333333333333,0,0,2,1,6,1,0.349909662661508,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,46,unknown
"Triantaphyllidis, H.",,,7,7,1968,1979,7571050,1,1,0.333333333333333,4,0,7,1,7,1,0.351851256222422,1,1.0,1,1,0.0,7656775,1,1,0.333333333333333,4,0,7,1,7,1,0.349909662661508,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,52,unknown
"LOUROS, N.",,,3,6,1953,1964,7571050,1,1,0.333333333333333,2,0,6,1,6,1,0.351851256222422,1,1.0,1,1,0.0,7656775,1,1,0.333333333333333,2,0,6,1,6,1,0.349909662661508,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,67,unknown
"Zambacos, J.",,,5,5,1973,1978,7581128,9,1,0.25,0,0,3,0,4,0,0.351567840580809,9,1.0,1,1,0.0,7664228,9,1,0.25,0,0,3,0,4,0,0.349464673140306,9,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Tountas, K.",,,14,14,1961,1986,7585138,2,1,0.25,2,0,6,0,14,2,0.346003147798356,2,1.0,1,1,0.0,7667293,2,1,0.25,2,0,6,0,14,2,0.344122670454983,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,59,unknown
"Yannoulis, G. E.",,,11,11,1961,1978,7585138,2,1,0.25,7,0,9,0,11,2,0.346003147798356,2,1.0,1,1,0.0,7667293,2,1,0.25,7,0,9,0,11,2,0.344122670454983,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,59,unknown
"Katsareas, P.",,,4,5,1952,1967,7585138,2,1,0.25,1,0,1,0,5,2,0.346003147798356,2,1.0,1,1,0.0,7667293,2,1,0.25,1,0,1,0,5,2,0.344122670454983,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,68,unknown
"Milingos, Sp",,,16,16,1963,1985,7592526,1,1,0.25,0,0,11,1,15,1,0.338170734166626,1,1.0,1,1,0.0,7672685,1,1,0.25,0,0,11,1,15,1,0.336353544985015,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,57,unknown
"Papoutsakis, S.",,,12,12,1973,1981,7592526,1,1,0.25,4,0,10,1,11,1,0.338170734166626,1,1.0,1,1,0.0,7672685,1,1,0.25,4,0,10,1,11,1,0.336353544985015,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Caracostas, M.",,,7,7,1960,1976,7592526,1,1,0.25,3,0,4,1,6,1,0.338170734166626,1,1.0,1,1,0.0,7672685,1,1,0.25,3,0,4,1,6,1,0.336353544985015,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,60,unknown
"Papageorgiou, C.",,,6,6,1967,1970,7592526,1,1,0.25,3,0,4,1,5,1,0.338170734166626,1,1.0,1,1,0.0,7672685,1,1,0.25,3,0,4,1,5,1,0.336353544985015,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,53,unknown
"Nicolaidis, C. L.",,,6,6,1962,1973,7598219,2,1,0.2,0,0,2,0,6,2,0.337349925094267,2,1.0,1,1,0.0,7676733,2,1,0.2,0,0,2,0,6,2,0.335548136180699,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,58,unknown
"Xanthou-Tsingoglou, M.",,,5,5,1973,1977,7609402,8,1,0.166666666666666,2,0,3,0,4,0,0.328674739813359,8,1.0,1,1,0.0,7684678,8,1,0.166666666666666,2,0,3,0,4,0,0.326727711624511,8,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Margaritis, P. J.",,,7,7,1976,2017,7612007,5,1,0.333333333333333,0,0,2,0,3,0,0.325160335330132,5,1.0,1,1,0.0,7686495,5,1,0.333333333333333,0,0,2,0,3,0,0.323044996585509,5,1.0,1,1,0,0,0,,,,,,,,,,,,1,44,unknown
"Gialamas, J.",,,6,6,1970,1976,7612007,5,1,0.333333333333333,4,0,4,0,5,0,0.325160335330132,5,1.0,1,1,0.0,7686495,5,1,0.333333333333333,4,0,4,0,5,0,0.323044996585509,5,1.0,1,1,0,0,0,,,,,,,,,,,,1,50,unknown
"Skouri, H.",,,6,6,1981,1982,7613581,6,1,0.25,0,0,2,0,3,0,0.323577085562027,6,1.0,1,1,0.0,7688350,6,1,0.25,0,0,2,0,3,0,0.321552282878373,6,1.0,1,1,0,0,0,,,,,,,,,,,,1,39,unknown
"Militsa, N. N.",,,19,19,1984,2014,7614095,1,1,0.166666666666666,6,0,17,1,19,1,0.323546003332494,1,1.0,1,1,0.0,7687349,1,1,0.166666666666666,6,0,17,1,19,1,0.32186180473081,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,36,unknown
"Latsis, A. T.",,,33,33,1973,1991,7617851,1,1,0.5,2,0,9,0,18,1,0.320013510792387,1,1.0,1,1,0.0,7690585,1,1,0.5,2,0,9,0,18,1,0.317886114629168,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Tatsis, A.",BHRA,,8,8,1986,2017,7617851,1,1,0.5,0,0,4,0,8,1,0.320013510792387,1,1.0,1,1,0.0,7690585,1,1,0.5,0,0,4,0,8,1,0.317886114629168,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,34,unknown
"Leonidou, Demetrios",,,8,8,1973,1983,7617851,1,1,0.5,1,0,1,0,8,1,0.320013510792387,1,1.0,1,1,0.0,7690585,1,1,0.5,1,0,1,0,8,1,0.317886114629168,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Markantonis, L. S.",,,7,7,1974,1976,7617851,1,1,0.5,1,0,4,0,5,1,0.320013510792387,1,1.0,1,1,0.0,7690585,1,1,0.5,1,0,4,0,5,1,0.317886114629168,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,46,unknown
"Siskos, G.",,,6,6,1978,1990,7617851,1,1,0.5,0,0,2,0,4,1,0.320013510792387,1,1.0,1,1,0.0,7690585,1,1,0.5,0,0,2,0,4,1,0.317886114629168,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,42,unknown
