authfull,inst_name,cntry,np6019,np,firstyr,lastyr,rank (ns),nc9619 (ns),h19 (ns),hm19 (ns),nps (ns),ncs (ns),cpsf (ns),ncsf (ns),npsfl (ns),ncsfl (ns),c (ns),npciting (ns),cprat (ns),np6019 cited9619 (ns),np cited9619 (ns),self%,rank,nc9619,h19,hm19,nps,ncs,cpsf,ncsf,npsfl,ncsfl,c,npciting,cprat,np6019 cited9619,np cited9619,np6019_d,np_d,nc9619_d,sm-subfield-1,sm-subfield-1-frac,sm-subfield-2,sm-subfield-2-frac,sm-field,sm-field-frac,rank sm-subfield-1,rank sm-subfield-1 (ns),sm-subfield-1 count,top percentile,top percentile (ns),is_diaspora,academic_age,percentile_group
"Grigoras, E.",,,10,10,1966,1989,7757221,0,0,0.0,0,0,1,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,54,unknown
"Yachnis, M.",T.Y. Lin International,,10,10,1972,1987,7757221,0,0,0.0,6,0,6,0,10,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,10,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,48,unknown
"Zervakis, A.",,,10,10,1974,1979,7757221,0,0,0.0,0,0,6,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,6,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"Papanagiotou, P.",,,10,10,1969,1975,7757221,0,0,0.0,1,0,10,0,10,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,10,0,10,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,51,unknown
"Tzimakas, C.",,,10,10,1973,1991,7757221,0,0,0.0,0,0,2,0,4,0,0.0,0,,0,0,1.0,7779944,1,1,0.166666666666666,0,0,2,0,4,0,0.209022792912358,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Kapetanaki, K. G.",,,7,10,1959,1972,7757221,0,0,0.0,4,0,8,0,10,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,8,0,10,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,61,unknown
"Corcondilas, E.",,,10,10,1964,1974,7757221,0,0,0.0,0,0,2,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,56,unknown
"Iordanis, K. A.",,,8,9,1959,1972,7757221,0,0,0.0,5,0,6,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,6,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,61,unknown
"Theodoropoulos, G.",,,9,9,1969,1971,7757221,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,51,unknown
"Nitsas, D.",,,9,9,1975,1982,7757221,0,0,0.0,0,0,4,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,4,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Armelagos, John",,,9,9,2008,2015,7757221,0,0,0.0,8,0,9,0,9,0,0.0,0,,0,0,,7791251,0,0,0.0,8,0,9,0,9,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,12,unknown
"Dosios, A.",,,9,9,1966,1970,7757221,0,0,0.0,0,0,7,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,7,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,54,unknown
"Konstantinides, I.",,,9,9,1970,1978,7757221,0,0,0.0,4,0,4,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,4,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"COSMIDIS, O.",,,6,9,1955,1962,7757221,0,0,0.0,8,0,8,0,9,0,0.0,0,,0,0,,7791251,0,0,0.0,8,0,8,0,9,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,65,unknown
"Mpaltas, N. G.",,,9,9,1968,1980,7757221,0,0,0.0,8,0,9,0,9,0,0.0,0,,0,0,,7791251,0,0,0.0,8,0,9,0,9,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,52,unknown
"Michalakis, G.",,,9,9,1973,1977,7757221,0,0,0.0,6,0,7,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,7,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Manos, Diana",,,9,9,2000,2005,7757221,0,0,0.0,9,0,9,0,9,0,0.0,0,,0,0,,7791251,0,0,0.0,9,0,9,0,9,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,20,unknown
"Papadato, A. L.",,,9,9,1964,1990,7757221,0,0,0.0,2,0,3,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,3,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,56,unknown
"Baltazis, S.",,,9,9,1975,1980,7757221,0,0,0.0,0,0,2,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Bournellis, Cynthia",Edittech International,,9,9,1995,1995,7757221,0,0,0.0,9,0,9,0,9,0,0.0,0,,0,0,,7791251,0,0,0.0,9,0,9,0,9,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,25,unknown
"Kallergis, Michael K.",DLR,,9,9,1973,1993,7757221,0,0,0.0,1,0,5,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,5,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Drikos, G.",,,9,9,1971,1989,7757221,0,0,0.0,0,0,4,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,4,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,49,unknown
"Antoniadis, G.",,,9,9,1963,1971,7757221,0,0,0.0,3,0,7,0,9,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,7,0,9,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,57,unknown
"Voutsas, D.",,,9,9,1974,1980,7757221,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"Mylonas, Manolo",,,8,8,2011,2019,7757221,0,0,0.0,1,0,1,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,1,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,9,unknown
"KOURI, A.",,,2,8,1959,1960,7757221,0,0,0.0,2,0,2,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,2,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,61,unknown
"Papaioannou, J.",,,8,8,1975,1978,7757221,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Polychroniadis, F.",,,8,8,1973,1980,7757221,0,0,0.0,2,0,7,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,7,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Manios, S. G.",,,8,8,1961,1970,7757221,0,0,0.0,0,0,7,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,7,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Lambrinou, I.",,,8,8,1971,1983,7757221,0,0,0.0,8,0,8,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,8,0,8,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,49,unknown
"Karapistolis, E.",,,8,8,1963,1979,7757221,0,0,0.0,0,0,3,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,57,unknown
"GRIGORAKI, L.",,,2,8,1952,1960,7757221,0,0,0.0,8,0,8,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,8,0,8,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,68,unknown
"Androulakakis, P.",,,8,8,1976,1979,7757221,0,0,0.0,1,0,4,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,4,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,44,unknown
"Karlaftis, C.",,,8,8,1973,1975,7757221,0,0,0.0,0,0,8,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,8,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Hadjiyanni, B.",,,8,8,1965,1967,7757221,0,0,0.0,0,0,1,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,55,unknown
"PARASKEUAS, M.",,,8,8,1962,1964,7757221,0,0,0.0,1,0,8,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,8,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,58,unknown
"Katsenis, A. T.",,,8,8,1975,1981,7757221,0,0,0.0,1,0,5,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,5,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Pallikaris, G.",,,8,8,1973,1979,7757221,0,0,0.0,0,0,1,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Papavassiliou, K.",,,8,8,1973,1977,7757221,0,0,0.0,0,0,1,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Lappa, Yu M.",,,8,8,1985,1991,7757221,0,0,0.0,2,0,2,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,2,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,35,unknown
"Roubelakis, G. A.",,,8,8,1965,1982,7757221,0,0,0.0,2,0,5,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,5,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,55,unknown
"Skouloudis, A.",,,8,8,1975,1981,7757221,0,0,0.0,1,0,2,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,2,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Millas, R. J.",,,8,8,1984,1984,7757221,0,0,0.0,0,0,1,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,36,unknown
"Kantzavelos, D.",,,7,7,1971,1978,7757221,0,0,0.0,2,0,3,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,3,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,49,unknown
"Papadopoulos, C.",,,7,7,1965,1970,7757221,0,0,0.0,6,0,7,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,7,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,55,unknown
"Papathanasiou, P. I.",,,7,7,1973,1977,7757221,0,0,0.0,0,0,5,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,5,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Liapis, M. O.",,,7,7,1995,2002,7757221,0,0,0.0,0,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,25,unknown
"Douma, J. H.",,,7,7,1970,1977,7757221,0,0,0.0,3,0,6,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,6,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"Charamis, J.",,,6,7,1958,1966,7757221,0,0,0.0,2,0,7,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,7,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,62,unknown
"Grigoras, G.",,,7,7,1973,1978,7757221,0,0,0.0,3,0,5,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,5,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Kapros, K.",,,7,7,1963,1975,7757221,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,57,unknown
"Demetrios, N.",,,7,7,1969,1974,7757221,0,0,0.0,2,0,7,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,7,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,51,unknown
"Fiorentzis, M.",ABB Group,,7,7,1974,1982,7757221,0,0,0.0,2,0,4,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,4,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"Papadimitracopoulos, E. C.",,,7,7,1973,1981,7757221,0,0,0.0,0,0,0,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Liokis, T.",,,7,7,1973,1975,7757221,0,0,0.0,0,0,2,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Logaras, G.",,,7,7,1964,1975,7757221,0,0,0.0,6,0,6,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,56,unknown
"Tsekos, G.",,,7,7,1965,1978,7757221,0,0,0.0,1,0,3,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,3,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,55,unknown
"Marcelou Kinti, Ur",,,7,7,1973,1976,7757221,0,0,0.0,1,0,7,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,7,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Karoutsos, K.",,,7,7,1971,1982,7757221,0,0,0.0,0,0,1,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,49,unknown
"Sideris, D.",,,7,7,1972,1974,7757221,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,48,unknown
"Alivisatos, S. G.A.",,,7,7,1978,1979,7757221,0,0,0.0,0,0,0,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,42,unknown
"Demertzi, E. D.",,,7,7,1974,1984,7757221,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"Joannides, S. C.",,,7,7,1975,1975,7757221,0,0,0.0,7,0,7,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,7,0,7,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Papamatheakis, N.",,,7,7,1961,1966,7757221,0,0,0.0,7,0,7,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,7,0,7,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Michalopoulos, S.",,,7,7,1968,1974,7757221,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,1,1,0,,,,,,,,,,,,1,52,unknown
"Livada, G. F.",Hydraulic Drives &,,7,7,1982,1986,7757221,0,0,0.0,0,0,0,0,0,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,38,unknown
"Papadopoulos, C.",,,7,7,1969,1984,7757221,0,0,0.0,4,0,6,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,6,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,51,unknown
"Papageorgiou, S.",,,7,7,1973,1974,7757221,0,0,0.0,1,0,4,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,4,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Oikonomou, G. C.",,,7,7,1969,1971,7757221,0,0,0.0,4,0,6,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,6,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,51,unknown
"Tzamouranis, N.",,,7,7,1961,1971,7757221,0,0,0.0,1,0,3,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,3,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Magouritsas, N.",,,7,7,1969,1980,7757221,0,0,0.0,0,0,1,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,51,unknown
"Iconomidis, M. G.",,,7,7,1967,1973,7757221,0,0,0.0,2,0,7,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,7,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,53,unknown
"Chaconas, J.",,,6,6,1991,1992,7757221,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,29,unknown
"Pattas, E.",,,6,6,1977,2017,7757221,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,43,unknown
"Georgiu, N. K.",,,6,6,1962,1983,7757221,0,0,0.0,3,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,58,unknown
"Kamperos, S.",,,6,6,1973,1982,7757221,0,0,0.0,1,0,2,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,2,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Evangelou, G.",,,6,6,1973,1976,7757221,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Poulos, J.",,,6,6,1969,1971,7757221,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,51,unknown
"Patrikiou, A.",,,6,6,1976,1976,7757221,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,44,unknown
"Papadopoulos, G.",,,6,6,1976,1977,7757221,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,44,unknown
"Tsougranis, A.",,,6,6,1972,1974,7757221,0,0,0.0,2,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,48,unknown
"TSOUKAS, S.",,,6,6,1961,1964,7757221,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Papanikolaou, S.",,,6,6,1982,1986,7757221,0,0,0.0,2,0,4,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,4,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,38,unknown
"Arabatzis, G.",,,6,6,1977,1980,7757221,0,0,0.0,1,0,2,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,2,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,43,unknown
"Kyparissiadis, P.",,,6,6,1975,1986,7757221,0,0,0.0,2,0,2,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,2,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Pappas, C. N.",,,6,6,1975,1982,7757221,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Litsios, B. I.",,,6,6,1960,1971,7757221,0,0,0.0,2,0,4,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,4,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,60,unknown
"Scouras, Ismini",,,6,6,2008,2008,7757221,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,12,unknown
"Kokkinos, A.",Combustion Engineering Inc,,6,6,1976,1985,7757221,0,0,0.0,0,0,2,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,44,unknown
"Vlasis, G.",,,4,6,1954,1981,7757221,0,0,0.0,3,0,3,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,3,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,66,unknown
"Vachtsevanos, G. J.",,,6,6,1973,1983,7757221,0,0,0.0,3,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Papakonstantinou, A.",,,6,6,1975,1979,7757221,0,0,0.0,1,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Laskaris, G.",,,6,6,1970,1975,7757221,0,0,0.0,0,0,2,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"Jannoulis, G. E.",,,2,6,1950,1969,7757221,0,0,0.0,3,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,70,unknown
"Demenaga-Papapetropoulou, M.",,,6,6,1975,1978,7757221,0,0,0.0,0,0,4,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,4,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Mavrogiorgos, C.",,,6,6,1975,1981,7757221,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Papadopoulos, A. S.",,,6,6,1969,1984,7757221,0,0,0.0,0,0,1,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,51,unknown
"Diamantopoulos, G.",,,6,6,1974,1975,7757221,0,0,0.0,0,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"Papamicrouli, S.",,,6,6,1963,1969,7757221,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,57,unknown
"Psaras, G. G.",,,6,6,1975,2004,7757221,0,0,0.0,2,0,3,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,3,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Kyrkanidis, D.",,,6,6,1976,1980,7757221,0,0,0.0,2,0,4,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,4,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,44,unknown
"Spilioti, Z. I.",,,5,6,1953,1974,7757221,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,67,unknown
"Filias, N.",,,6,6,1972,1979,7757221,0,0,0.0,2,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,48,unknown
"Eliades, S.",,,6,6,1981,1986,7757221,0,0,0.0,0,0,0,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,39,unknown
"Tsigas, D.",,,6,6,1978,1987,7757221,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,42,unknown
"Ioachim, A.",,,6,6,1963,1971,7757221,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,57,unknown
"Economou, A.",,,6,6,1976,1979,7757221,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,44,unknown
"Dimitraki, P. N.",,,6,6,1972,1980,7757221,0,0,0.0,5,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,48,unknown
"Zervoudakis, A.",,,6,6,1968,1971,7757221,0,0,0.0,0,0,3,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,52,unknown
"Papadakou, A.",,,6,6,1971,1986,7757221,0,0,0.0,1,0,1,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,1,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,49,unknown
"Daskalakis, D.",,,6,6,1966,1969,7757221,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,54,unknown
"Siganos, E.",,,6,6,1964,1966,7757221,0,0,0.0,0,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,56,unknown
"Skouteris, M.",,,6,6,1975,1982,7757221,0,0,0.0,0,0,3,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
